insured_name,cedent_name,country,currency,exposure,total_ceded_by_cedent,ceded_to_reinsurer,retained_by_cedant,policy_inception_date,policy_expiry_date,exclusion_status,exclusion_reason
CHINA EASTERN,BERKSHIRE HATHAWAY,UK,GBP,70021927.0,31775326.4,30776908.3,38246600.6,2024-11-06,2025-11-06,included,
AMERICAN AIRLINES,SCOR,Germany,EUR,41793614.4,33557613.5,32354154.0,8236000.9,2024-12-17,2026-12-17,included,
VIRGIN ATLANTIC,SCOR,Germany,EUR,28372513.2,16112409.7,15585338.1,12260103.5,2024-05-29,2026-05-29,included,
DELTA AIR LINES,SCOR,USA,USD,34214711.8,27765796.0,27174838.7,6448915.8,2024-09-20,2025-09-20,excluded,Nuclear Risk Exclusion
ETIHAD AIRWAYS,AXA,France,EUR,33599064.1,7636622.4,7308141.2,25962441.7,2024-05-14,2025-05-14,included,
JETBLUE AIRWAYS,HANNOVER RE,Germany,EUR,16329835.4,4531294.1,4347729.4,11798541.3,2024-11-05,2025-11-05,included,
EMIRATES AIRLINES,ZURICH,Switzerland,CHF,57212093.6,50604323.3,50042979.7,6607770.4,2024-11-13,2025-11-13,included,
VIRGIN ATLANTIC,MUNICH RE,Germany,EUR,41019069.8,15580249.4,15019171.4,25438820.4,2024-01-10,2025-01-09,excluded,Terrorism Exclusion
ALASKA AIRLINES,BERKSHIRE HATHAWAY,UK,GBP,23275824.8,9888258.2,9499148.6,13387566.6,2024-08-27,2026-08-27,included,
BRITISH AIRWAYS,ZURICH,Switzerland,CHF,43050901.0,485860.4,467925.2,42565040.6,2024-05-31,2025-05-31,included,
EASYJET,SWISS RE,UK,GBP,33705930.0,5026778.0,4974511.2,28679152.0,2024-12-01,2025-12-01,included,
TURKISH AIRLINES,SWISS RE,UK,GBP,32269583.9,18944748.9,18559054.8,13324835.0,2024-09-22,2025-09-22,included,
MALAYSIA AIRLINES,GENERALI,Italy,EUR,71186358.6,24486037.2,24100321.1,46700321.4,2024-05-02,2026-05-02,included,
AIR FRANCE-KLM,GENERALI,Italy,EUR,75949947.3,37534658.2,36738701.7,38415289.1,2024-07-19,2026-07-19,included,
EMIRATES AIRLINES,CHUBB,Switzerland,CHF,20300545.3,11805003.7,11498185.4,8495541.5,2024-11-25,2025-11-25,included,
ALASKA AIRLINES,SCOR,UK,GBP,29692052.9,13178859.9,12580540.2,16513193.0,2024-01-22,2026-01-21,included,
FRONTIER AIRLINES,ALLIANZ,Austria,EUR,80543518.5,19573342.2,19002607.6,60970176.4,2024-11-24,2026-11-24,included,
SPIRIT AIRLINES,MUNICH RE,Germany,EUR,95874891.0,18621761.6,18065665.6,77253129.3,2024-05-06,2025-05-06,included,
DELTA AIR LINES,GENERALI,France,EUR,76740329.2,56822320.9,55699535.7,19918008.2,2024-05-15,2025-05-15,included,
TURKISH AIRLINES,SWISS RE,USA,USD,18264256.7,4279313.4,4157720.8,13984943.3,2024-12-02,2026-12-02,excluded,Nuclear Risk Exclusion
JETBLUE AIRWAYS,CHUBB,Switzerland,CHF,55369860.4,44237958.8,42350979.6,11131901.6,2024-06-15,2025-06-15,included,
QATAR AIRWAYS,SCOR,USA,USD,78645053.5,56413432.1,54769022.3,22231621.4,2024-07-09,2026-07-09,included,
EMIRATES AIRLINES,BERKSHIRE HATHAWAY,Switzerland,CHF,87453789.7,59050504.9,57330693.8,28403284.7,2024-07-23,2025-07-23,included,
EMIRATES AIRLINES,SCOR,USA,USD,35211160.1,7989974.7,7618361.2,27221185.4,2024-04-24,2026-04-24,excluded,War Risk Exclusion
QATAR AIRWAYS,GENERALI,Germany,EUR,91497610.3,22349807.4,21587859.6,69147802.9,2024-04-14,2026-04-14,included,
JETBLUE AIRWAYS,ALLIANZ,USA,USD,17477887.9,8082707.3,7872777.6,9395180.6,2024-06-12,2025-06-12,included,
QATAR AIRWAYS,ZURICH,Switzerland,CHF,72719330.8,16925488.0,16438622.0,55793842.8,2024-10-21,2025-10-21,excluded,War Risk Exclusion
TURKISH AIRLINES,AXA,France,EUR,49919240.8,2977188.1,2852027.8,46942052.7,2024-01-16,2025-01-15,excluded,Cyber Risk Exclusion
SOUTHWEST AIRLINES,CHUBB,Singapore,SGD,98008017.3,10207718.8,9842453.2,87800298.5,2024-02-19,2026-02-18,included,
SINGAPORE AIRLINES,AXA,USA,USD,19923005.5,3766940.0,3581623.4,16156065.5,2024-07-10,2025-07-10,included,
ALASKA AIRLINES,HANNOVER RE,Germany,EUR,69806201.2,2024644.2,1931685.9,67781557.0,2024-06-21,2025-06-21,included,
CHINA SOUTHERN,BERKSHIRE HATHAWAY,USA,USD,33951525.4,463421.3,452365.5,33488104.2,2024-09-23,2025-09-23,excluded,Pandemic Exclusion
QATAR AIRWAYS,SCOR,Germany,EUR,31390105.8,7964400.9,7593037.7,23425704.9,2024-07-29,2026-07-29,included,
JAPAN AIRLINES,MUNICH RE,Germany,EUR,89137962.4,2152979.6,2097783.9,86984982.8,2024-08-10,2026-08-10,included,
DELTA AIR LINES,CHUBB,Singapore,SGD,62375265.6,18794299.6,18176587.3,43580966.0,2024-07-01,2025-07-01,included,
ETIHAD AIRWAYS,CHUBB,Singapore,SGD,65860112.0,45542621.1,43431318.8,20317490.9,2024-01-08,2026-01-07,excluded,Pandemic Exclusion
AIR CANADA,SCOR,USA,USD,37785300.1,10175621.3,10025097.1,27609678.8,2024-01-04,2025-01-03,included,
EASYJET,AXA,Germany,EUR,31405571.0,5664231.0,5502646.9,25741340.0,2024-12-10,2025-12-10,excluded,Cyber Risk Exclusion
FRONTIER AIRLINES,ALLIANZ,Switzerland,CHF,34652174.5,16775175.9,16466438.1,17876998.6,2024-11-03,2025-11-03,excluded,War Risk Exclusion
ALASKA AIRLINES,ALLIANZ,Switzerland,CHF,12270292.5,10768163.2,10266864.9,1502129.3,2024-02-26,2026-02-25,included,
MALAYSIA AIRLINES,BERKSHIRE HATHAWAY,UK,GBP,71991127.0,7696830.5,7405654.6,64294296.5,2024-05-12,2025-05-12,included,
QATAR AIRWAYS,SCOR,Germany,EUR,74773904.6,15269614.7,15003989.7,59504289.9,2024-10-18,2025-10-18,included,
RYANAIR,CHUBB,Switzerland,CHF,64219588.6,37170028.1,36093969.6,27049560.5,2024-03-03,2025-03-03,included,
DELTA AIR LINES,GENERALI,Austria,EUR,32514239.9,2591344.7,2477645.4,29922895.3,2024-03-21,2026-03-21,included,
EMIRATES AIRLINES,GENERALI,France,EUR,25482584.7,9966773.8,9604402.4,15515810.9,2024-12-03,2025-12-03,included,
EASYJET,AXA,France,EUR,73902671.8,39301690.1,38520799.8,34600981.6,2024-12-09,2026-12-09,excluded,War Risk Exclusion
FRONTIER AIRLINES,SCOR,Germany,EUR,89712351.7,17239214.2,16413100.1,72473137.6,2024-02-13,2026-02-12,included,
EMIRATES AIRLINES,BERKSHIRE HATHAWAY,Germany,EUR,85919119.5,47183540.0,46107805.0,38735579.6,2024-06-06,2026-06-06,included,
SINGAPORE AIRLINES,BERKSHIRE HATHAWAY,Germany,EUR,23432794.4,13993956.0,13818086.3,9438838.4,2024-09-22,2025-09-22,included,
TURKISH AIRLINES,HANNOVER RE,USA,USD,17617167.2,10696311.4,10474758.0,6920855.8,2024-01-24,2025-01-23,included,
UNITED AIRLINES,ZURICH,USA,USD,25365506.5,3419220.1,3302239.9,21946286.4,2024-07-31,2025-07-31,included,
SOUTHWEST AIRLINES,ALLIANZ,Germany,EUR,45909651.8,18487335.3,17618735.0,27422316.5,2024-02-23,2026-02-22,included,
TURKISH AIRLINES,AXA,USA,USD,31080824.6,25292946.2,24611267.6,5787878.4,2024-02-01,2026-01-31,included,
SAUDI ARABIAN AIRLINES,AXA,Germany,EUR,51543460.2,4420577.8,4237137.9,47122882.4,2024-09-10,2026-09-10,included,
EASYJET,SCOR,USA,USD,63055641.7,19335904.0,18693525.8,43719737.7,2024-08-29,2026-08-29,included,
CATHAY PACIFIC,HANNOVER RE,France,EUR,18747471.7,27823.7,26957.7,18719647.9,2024-02-17,2026-02-16,excluded,War Risk Exclusion
CATHAY PACIFIC,ALLIANZ,Germany,EUR,91179120.7,11970999.7,11447515.3,79208121.0,2024-04-16,2026-04-16,included,
BRITISH AIRWAYS,BERKSHIRE HATHAWAY,USA,USD,86618623.6,21370073.3,20403177.0,65248550.2,2024-10-12,2026-10-12,included,
RYANAIR,HANNOVER RE,USA,USD,34883822.2,3857555.8,3761993.0,31026266.4,2024-01-13,2025-01-12,included,
ANA (ALL NIPPON AIRWAYS),BERKSHIRE HATHAWAY,Germany,EUR,15875631.0,8946544.8,8544510.8,6929086.2,2024-10-01,2025-10-01,included,
LUFTHANSA GROUP,ZURICH,UK,GBP,71329875.8,18686092.3,18413609.2,52643783.4,2024-02-12,2025-02-11,included,
AIR CHINA,ZURICH,UK,GBP,53336750.6,33599455.0,32365657.9,19737295.6,2024-07-11,2025-07-11,included,
AIR FRANCE-KLM,ALLIANZ,Austria,EUR,18509506.7,14114876.9,13723135.7,4394629.8,2024-07-10,2025-07-10,included,
AIR CANADA,GENERALI,Germany,EUR,79609398.6,57518310.4,56048175.4,22091088.3,2024-06-22,2025-06-22,included,
JETBLUE AIRWAYS,AXA,Germany,EUR,97885957.1,35260353.8,33976336.7,62625603.3,2024-08-05,2025-08-05,included,
VIRGIN ATLANTIC,CHUBB,USA,USD,36447301.5,27214003.3,26902945.6,9233298.2,2024-04-30,2025-04-30,included,
SINGAPORE AIRLINES,AXA,Germany,EUR,19176680.7,4770383.5,4711080.8,14406297.2,2024-01-10,2025-01-09,included,
CATHAY PACIFIC,AXA,France,EUR,56995311.4,25738321.6,24797946.3,31256989.8,2024-01-20,2025-01-19,excluded,Nuclear Risk Exclusion
KOREAN AIR,BERKSHIRE HATHAWAY,Switzerland,CHF,68716980.7,46559918.1,44778026.2,22157062.6,2024-03-09,2025-03-09,included,
SPIRIT AIRLINES,ALLIANZ,Germany,EUR,23772279.7,10050547.5,9750549.4,13721732.2,2024-06-14,2025-06-14,included,
AMERICAN AIRLINES,ZURICH,Switzerland,CHF,89438852.1,21081695.1,20594567.0,68357157.0,2024-09-27,2026-09-27,included,
FRONTIER AIRLINES,HANNOVER RE,France,EUR,87204845.5,23395207.2,22889947.4,63809638.3,2024-07-15,2025-07-15,included,
SINGAPORE AIRLINES,HANNOVER RE,UK,GBP,54249954.6,24373756.2,24063729.3,29876198.4,2024-11-18,2026-11-18,included,
QATAR AIRWAYS,AXA,USA,USD,39139439.9,23536802.4,22491808.4,15602637.5,2024-04-10,2025-04-10,included,
KOREAN AIR,SCOR,Germany,EUR,87242236.6,33170605.2,32312442.3,54071631.4,2024-09-02,2025-09-02,included,
LUFTHANSA GROUP,AXA,Germany,EUR,77934986.6,47857472.2,46780897.0,30077514.4,2024-03-15,2025-03-15,included,
AIR CANADA,BERKSHIRE HATHAWAY,Switzerland,CHF,53299459.8,18189736.8,17908696.5,35109723.0,2024-07-29,2026-07-29,included,
EMIRATES AIRLINES,SWISS RE,Switzerland,CHF,66221632.1,32230564.0,30787759.5,33991068.1,2024-06-17,2026-06-17,included,
AIR CHINA,SWISS RE,UK,GBP,32704932.0,26080551.5,25197564.6,6624380.5,2024-07-25,2025-07-25,included,
THAI AIRWAYS,CHUBB,USA,USD,56824628.7,18301121.2,17867210.5,38523507.5,2024-12-26,2025-12-26,included,
CHINA EASTERN,HANNOVER RE,France,EUR,56375695.9,15401548.0,14745496.1,40974147.8,2024-07-23,2026-07-23,included,
CATHAY PACIFIC,ALLIANZ,Switzerland,CHF,16592604.3,674164.3,653346.9,15918440.0,2024-11-30,2026-11-30,included,
UNITED AIRLINES,ZURICH,USA,USD,25668177.4,4337355.9,4187792.0,21330821.5,2024-12-02,2026-12-02,included,
SAUDI ARABIAN AIRLINES,ALLIANZ,Switzerland,CHF,54439386.5,3557318.6,3402697.8,50882067.9,2024-11-10,2025-11-10,included,
MALAYSIA AIRLINES,CHUBB,UK,GBP,86622206.9,43345690.6,42401916.9,43276516.4,2024-03-21,2025-03-21,included,
SAUDI ARABIAN AIRLINES,GENERALI,Italy,EUR,46143004.7,10757299.8,10233928.9,35385704.9,2024-06-03,2026-06-03,included,
ANA (ALL NIPPON AIRWAYS),HANNOVER RE,UK,GBP,88300068.5,43410396.0,41677528.8,44889672.5,2024-05-08,2026-05-08,included,
DELTA AIR LINES,HANNOVER RE,UK,GBP,87450853.3,66957626.5,66120006.2,20493226.9,2024-02-20,2025-02-19,included,
THAI AIRWAYS,HANNOVER RE,UK,GBP,89255510.7,29898775.5,29130866.0,59356735.2,2024-04-18,2025-04-18,included,
FRONTIER AIRLINES,BERKSHIRE HATHAWAY,USA,USD,83330883.5,4111407.8,3918388.3,79219475.7,2024-03-24,2026-03-24,excluded,Cyber Risk Exclusion
THAI AIRWAYS,HANNOVER RE,USA,USD,72267424.6,27182519.1,26102943.4,45084905.5,2024-10-21,2026-10-21,included,
AIR CANADA,BERKSHIRE HATHAWAY,Germany,EUR,63280135.3,4316349.9,4206503.1,58963785.4,2024-12-09,2026-12-09,included,
CHINA EASTERN,HANNOVER RE,France,EUR,58630148.1,23751113.8,22671409.7,34879034.3,2024-11-16,2025-11-16,included,
THAI AIRWAYS,SCOR,France,EUR,99547377.1,15135252.0,14462427.9,84412125.1,2024-10-23,2025-10-23,included,
JETBLUE AIRWAYS,HANNOVER RE,UK,GBP,95745858.6,24095570.3,23007869.4,71650288.4,2024-09-28,2025-09-28,excluded,Cyber Risk Exclusion
JAPAN AIRLINES,AXA,Germany,EUR,12191917.2,9594886.4,9342343.0,2597030.8,2024-08-05,2025-08-05,included,
KOREAN AIR,GENERALI,Germany,EUR,64237678.1,1726694.7,1668182.0,62510983.4,2024-10-26,2025-10-26,included,
FRONTIER AIRLINES,ALLIANZ,Germany,EUR,46589933.9,21359631.6,20738457.9,25230302.2,2024-11-03,2025-11-03,excluded,Terrorism Exclusion
EASYJET,AXA,France,EUR,82102974.4,32728953.5,31316400.2,49374020.8,2024-10-16,2026-10-16,included,
AMERICAN AIRLINES,SCOR,Germany,EUR,16606758.4,5057089.5,4988017.2,11549668.9,2024-05-02,2026-05-02,included,
FRONTIER AIRLINES,SCOR,UK,GBP,51512292.4,16390009.6,15624348.8,35122282.9,2024-07-15,2025-07-15,included,
ANA (ALL NIPPON AIRWAYS),CHUBB,USA,USD,15940665.1,4747581.7,4599222.8,11193083.4,2024-12-20,2026-12-20,included,
DELTA AIR LINES,GENERALI,France,EUR,72786085.8,47130548.8,46208785.3,25655537.0,2024-04-28,2025-04-28,excluded,Nuclear Risk Exclusion
ALASKA AIRLINES,SCOR,USA,USD,88993560.2,33871170.6,32308252.3,55122389.6,2024-01-20,2025-01-19,excluded,Nuclear Risk Exclusion
DELTA AIR LINES,AXA,USA,USD,32054713.8,24906646.2,24424079.7,7148067.6,2024-08-03,2025-08-03,included,
QATAR AIRWAYS,ZURICH,USA,USD,48155875.8,290645.2,280503.6,47865230.6,2024-03-06,2026-03-06,excluded,Terrorism Exclusion
CHINA EASTERN,MUNICH RE,Germany,EUR,61548815.2,20990430.1,20452800.6,40558385.0,2024-01-16,2026-01-15,included,
EASYJET,AXA,UK,GBP,77498083.0,27357093.8,26730289.3,50140989.2,2024-03-19,2025-03-19,excluded,Terrorism Exclusion
QATAR AIRWAYS,CHUBB,Singapore,SGD,24207092.2,17136772.0,16376136.2,7070320.2,2024-05-06,2026-05-06,included,
JAPAN AIRLINES,GENERALI,Germany,EUR,36066052.5,23548914.1,22503333.3,12517138.4,2024-01-14,2026-01-13,included,
CHINA SOUTHERN,AXA,Germany,EUR,39506786.9,17035791.2,16549397.3,22470995.7,2024-03-26,2026-03-26,excluded,Terrorism Exclusion
CATHAY PACIFIC,CHUBB,Singapore,SGD,69658417.3,18955645.0,18634112.6,50702772.4,2024-04-14,2025-04-14,excluded,War Risk Exclusion
EASYJET,HANNOVER RE,UK,GBP,52447606.9,15048328.4,14697484.0,37399278.5,2024-07-30,2025-07-30,included,
CHINA EASTERN,MUNICH RE,UK,GBP,45531203.0,25416518.7,24854922.0,20114684.3,2024-10-09,2026-10-09,included,
SAUDI ARABIAN AIRLINES,AXA,USA,USD,39762351.8,26774942.6,26297157.2,12987409.3,2024-08-25,2025-08-25,included,
ALASKA AIRLINES,MUNICH RE,USA,USD,74558956.4,6702337.6,6470993.2,67856618.7,2024-10-03,2026-10-03,included,
BRITISH AIRWAYS,BERKSHIRE HATHAWAY,UK,GBP,73542161.4,60266606.5,59104344.3,13275555.0,2024-02-27,2025-02-26,included,
RYANAIR,ZURICH,Switzerland,CHF,89705125.5,31345080.2,30378985.6,58360045.3,2024-04-29,2026-04-29,excluded,Terrorism Exclusion
AMERICAN AIRLINES,CHUBB,USA,USD,32546041.2,15276661.0,15117770.3,17269380.2,2024-11-23,2026-11-23,included,
CHINA SOUTHERN,AXA,UK,GBP,36940036.1,3223456.6,3154717.9,33716579.5,2024-06-27,2026-06-27,included,
MALAYSIA AIRLINES,SCOR,Germany,EUR,40124195.5,13365345.2,13189373.3,26758850.3,2024-04-16,2026-04-16,included,
ALASKA AIRLINES,HANNOVER RE,Germany,EUR,57327446.3,45782801.5,43869649.6,11544644.8,2024-01-04,2025-01-03,excluded,Cyber Risk Exclusion
EMIRATES AIRLINES,MUNICH RE,Singapore,SGD,32452964.3,7397167.6,7172559.4,25055796.7,2024-01-05,2026-01-04,included,
BRITISH AIRWAYS,ZURICH,Switzerland,CHF,55169959.3,38493167.6,36609597.3,16676791.7,2024-02-19,2026-02-18,included,
SAUDI ARABIAN AIRLINES,SCOR,USA,USD,84018275.2,44538418.4,42666547.8,39479856.8,2024-02-11,2025-02-10,included,
FRONTIER AIRLINES,ZURICH,Germany,EUR,45477749.6,18153300.7,17645780.0,27324448.8,2024-05-06,2026-05-06,included,
CHINA SOUTHERN,CHUBB,UK,GBP,12418441.4,1231531.8,1215150.7,11186909.6,2024-07-06,2026-07-06,included,
DELTA AIR LINES,SWISS RE,Switzerland,CHF,97067903.4,40932886.1,39768263.0,56135017.4,2024-05-03,2025-05-03,included,
UNITED AIRLINES,CHUBB,Singapore,SGD,10087427.9,7052548.9,6800828.8,3034879.0,2024-11-02,2026-11-02,included,
KOREAN AIR,HANNOVER RE,France,EUR,46458180.7,37898857.3,36382471.6,8559323.4,2024-02-04,2026-02-03,included,
BRITISH AIRWAYS,HANNOVER RE,Germany,EUR,40998040.8,10418814.3,10282093.8,30579226.5,2024-11-29,2025-11-29,included,
CATHAY PACIFIC,GENERALI,Italy,EUR,76364397.7,29893925.5,29010790.5,46470472.2,2024-09-16,2025-09-16,included,
EMIRATES AIRLINES,GENERALI,Germany,EUR,32322396.6,12812069.8,12354579.1,19510326.9,2024-08-10,2026-08-10,included,
EASYJET,ZURICH,Germany,EUR,78224309.3,38551089.6,37476135.1,39673219.7,2024-04-30,2026-04-30,included,
ANA (ALL NIPPON AIRWAYS),HANNOVER RE,Germany,EUR,22551131.5,15183033.4,14530498.4,7368098.2,2024-12-30,2026-12-30,included,
RYANAIR,CHUBB,UK,GBP,14397806.8,10840552.7,10682202.0,3557254.0,2024-01-12,2026-01-11,included,
CATHAY PACIFIC,ZURICH,USA,USD,11735146.2,3747666.4,3620639.5,7987479.8,2024-07-19,2025-07-19,included,
FRONTIER AIRLINES,MUNICH RE,USA,USD,11124795.7,9420310.0,9009822.3,1704485.7,2024-01-27,2025-01-26,included,
LUFTHANSA GROUP,HANNOVER RE,UK,GBP,29094660.8,20499428.7,19863284.6,8595232.0,2024-06-27,2025-06-27,included,
CHINA EASTERN,ALLIANZ,Switzerland,CHF,73244242.2,47338905.7,45421719.7,25905336.5,2024-03-19,2026-03-19,included,
DELTA AIR LINES,CHUBB,USA,USD,64918669.6,23425381.5,22487520.9,41493288.1,2024-01-19,2025-01-18,excluded,War Risk Exclusion
AMERICAN AIRLINES,AXA,UK,GBP,42630142.5,28493891.6,27259218.6,14136250.8,2024-01-30,2026-01-29,included,
FRONTIER AIRLINES,AXA,Germany,EUR,37179751.3,32468089.6,31397271.5,4711661.6,2024-03-05,2025-03-05,excluded,War Risk Exclusion
KOREAN AIR,HANNOVER RE,UK,GBP,74363455.4,65578297.7,62480112.4,8785157.7,2024-06-19,2025-06-19,included,
KOREAN AIR,GENERALI,Germany,EUR,18857720.5,12676910.6,12490572.0,6180809.9,2024-05-14,2025-05-14,included,
FRONTIER AIRLINES,HANNOVER RE,USA,USD,23951959.6,17642247.8,17312967.2,6309711.8,2024-05-30,2025-05-30,excluded,Terrorism Exclusion
FRONTIER AIRLINES,SWISS RE,Germany,EUR,35315443.0,913655.6,884624.2,34401787.4,2024-07-10,2026-07-10,included,
JETBLUE AIRWAYS,MUNICH RE,USA,USD,54613805.6,42466567.2,41959650.4,12147238.4,2024-01-04,2025-01-03,included,
AIR FRANCE-KLM,BERKSHIRE HATHAWAY,Germany,EUR,89319627.3,13150689.7,12969557.9,76168937.6,2024-01-06,2025-01-05,included,
JAPAN AIRLINES,ZURICH,Switzerland,CHF,46774447.3,8475122.3,8071492.4,38299325.1,2024-06-11,2026-06-11,included,
SAUDI ARABIAN AIRLINES,SCOR,Germany,EUR,67994652.9,54047439.6,52850190.8,13947213.3,2024-10-02,2026-10-02,excluded,Nuclear Risk Exclusion
THAI AIRWAYS,GENERALI,Germany,EUR,17060556.4,10998490.8,10831548.3,6062065.7,2024-02-25,2026-02-24,included,
LUFTHANSA GROUP,CHUBB,USA,USD,84961001.6,5958427.1,5692496.4,79002574.5,2024-12-21,2026-12-21,included,
JETBLUE AIRWAYS,CHUBB,USA,USD,73100830.9,132505.2,127513.5,72968325.7,2024-08-09,2026-08-09,included,
RYANAIR,SCOR,UK,GBP,18277369.6,11986338.6,11410856.3,6291031.0,2024-11-26,2025-11-26,included,
CHINA EASTERN,MUNICH RE,Germany,EUR,37793676.2,21809414.0,21237272.1,15984262.3,2024-04-08,2026-04-08,included,
CATHAY PACIFIC,SWISS RE,Switzerland,CHF,54438718.9,42547194.3,41123235.1,11891524.6,2024-04-25,2025-04-25,included,
SOUTHWEST AIRLINES,BERKSHIRE HATHAWAY,Switzerland,CHF,18491285.6,4994509.5,4789983.4,13496776.1,2024-09-23,2026-09-23,excluded,Terrorism Exclusion
ANA (ALL NIPPON AIRWAYS),SWISS RE,Switzerland,CHF,67496284.4,36818301.4,35033857.6,30677983.0,2024-02-12,2025-02-11,excluded,Pandemic Exclusion
FRONTIER AIRLINES,SWISS RE,Germany,EUR,84361176.0,25429629.2,24441014.3,58931546.8,2024-01-26,2025-01-25,included,
JETBLUE AIRWAYS,AXA,Germany,EUR,98220948.1,51566732.2,49013380.7,46654215.9,2024-03-26,2026-03-26,included,
CHINA EASTERN,ZURICH,UK,GBP,12903595.3,1633523.0,1616044.9,11270072.2,2024-11-09,2026-11-09,included,
AIR CHINA,AXA,UK,GBP,67794548.5,26235640.5,25274804.8,41558907.9,2024-06-23,2025-06-23,included,
AIR CANADA,SWISS RE,Switzerland,CHF,49757292.3,23511121.9,22997345.8,26246170.4,2024-10-01,2026-10-01,excluded,Nuclear Risk Exclusion
SPIRIT AIRLINES,HANNOVER RE,USA,USD,15830017.7,13257889.8,12756244.0,2572127.9,2024-03-12,2026-03-12,included,
JAPAN AIRLINES,HANNOVER RE,UK,GBP,15246016.7,12292061.6,11902589.9,2953955.1,2024-04-02,2025-04-02,included,
FRONTIER AIRLINES,GENERALI,France,EUR,89102019.7,47965894.7,45614481.3,41136124.9,2024-07-31,2025-07-31,included,
SOUTHWEST AIRLINES,AXA,USA,USD,28569757.7,2741035.9,2665032.5,25828721.8,2024-01-06,2026-01-05,included,
ALASKA AIRLINES,BERKSHIRE HATHAWAY,Germany,EUR,66611987.1,54554304.6,52888076.1,12057682.5,2024-10-09,2025-10-09,included,
THAI AIRWAYS,ZURICH,UK,GBP,81992842.5,59437145.2,58052394.5,22555697.3,2024-12-03,2026-12-03,included,
EMIRATES AIRLINES,ALLIANZ,Austria,EUR,57927070.2,36477820.6,35192205.9,21449249.6,2024-07-05,2025-07-05,included,
CHINA EASTERN,HANNOVER RE,France,EUR,92090807.1,50609023.3,48207390.9,41481783.8,2024-10-03,2026-10-03,included,
AIR CANADA,HANNOVER RE,USA,USD,92653213.4,52304126.2,49725591.0,40349087.2,2024-10-16,2026-10-16,included,
RYANAIR,AXA,France,EUR,58348241.6,17368807.5,17010851.3,40979434.1,2024-01-26,2025-01-25,excluded,Nuclear Risk Exclusion
SINGAPORE AIRLINES,GENERALI,Italy,EUR,37897162.0,4675302.7,4593752.4,33221859.3,2024-01-31,2025-01-30,excluded,Terrorism Exclusion
SAUDI ARABIAN AIRLINES,CHUBB,UK,GBP,33926576.3,3556895.4,3388544.4,30369681.0,2024-04-08,2026-04-08,included,
AMERICAN AIRLINES,BERKSHIRE HATHAWAY,Switzerland,CHF,64240290.7,41147823.8,39147245.1,23092467.0,2024-07-02,2026-07-02,included,
QATAR AIRWAYS,SWISS RE,Switzerland,CHF,36655774.1,8801283.8,8457934.9,27854490.3,2024-07-28,2026-07-28,excluded,Cyber Risk Exclusion
AIR FRANCE-KLM,SCOR,USA,USD,31750577.7,11277541.1,10781221.9,20473036.6,2024-06-07,2026-06-07,included,
CATHAY PACIFIC,GENERALI,Germany,EUR,95645475.1,67393839.5,64409440.1,28251635.6,2024-03-07,2026-03-07,included,
DELTA AIR LINES,SCOR,France,EUR,65557286.9,53323605.8,51839201.7,12233681.1,2024-03-27,2026-03-27,included,
TURKISH AIRLINES,CHUBB,Switzerland,CHF,19809680.8,5749754.7,5504763.2,14059926.1,2024-05-25,2025-05-25,included,
MALAYSIA AIRLINES,HANNOVER RE,Germany,EUR,16291806.7,5500420.6,5421040.7,10791386.2,2024-10-14,2026-10-14,excluded,Pandemic Exclusion
JETBLUE AIRWAYS,SWISS RE,USA,USD,80033038.5,52915529.5,51811809.8,27117509.0,2024-08-05,2026-08-05,excluded,Nuclear Risk Exclusion
SINGAPORE AIRLINES,SCOR,USA,USD,11378487.1,4821448.8,4612839.3,6557038.3,2024-06-19,2026-06-19,excluded,Nuclear Risk Exclusion
AIR CANADA,SCOR,UK,GBP,38467578.0,15661308.5,15320927.1,22806269.5,2024-01-27,2025-01-26,excluded,Pandemic Exclusion
JAPAN AIRLINES,GENERALI,France,EUR,78348564.3,1757972.1,1708372.1,76590592.3,2024-02-19,2025-02-18,included,
MALAYSIA AIRLINES,MUNICH RE,USA,USD,74574151.6,60097188.3,59426934.5,14476963.2,2024-10-20,2026-10-20,excluded,Pandemic Exclusion
TURKISH AIRLINES,CHUBB,Singapore,SGD,44837822.7,6933825.1,6593700.7,37903997.7,2024-01-24,2025-01-23,included,
AIR FRANCE-KLM,ALLIANZ,USA,USD,49644828.3,16694965.1,16336035.3,32949863.2,2024-11-25,2025-11-25,included,
SOUTHWEST AIRLINES,BERKSHIRE HATHAWAY,UK,GBP,28032235.2,20721638.2,20150681.9,7310597.0,2024-06-04,2025-06-04,excluded,Cyber Risk Exclusion
VIRGIN ATLANTIC,SCOR,USA,USD,72757060.4,30901628.1,29581991.7,41855432.3,2024-06-23,2026-06-23,included,
THAI AIRWAYS,AXA,USA,USD,57498680.1,11160251.3,11005040.5,46338428.8,2024-10-16,2026-10-16,included,
CHINA EASTERN,SWISS RE,USA,USD,50081008.2,29611398.7,28628827.2,20469609.6,2024-11-21,2026-11-21,included,
TURKISH AIRLINES,SWISS RE,UK,GBP,43912801.4,7554834.2,7445769.5,36357967.2,2024-04-24,2026-04-24,excluded,War Risk Exclusion
SINGAPORE AIRLINES,AXA,Germany,EUR,75974569.7,34298292.0,32895259.5,41676277.7,2024-05-22,2026-05-22,excluded,Nuclear Risk Exclusion
AIR CANADA,SWISS RE,USA,USD,15985629.6,4331050.9,4206065.0,11654578.7,2024-09-20,2026-09-20,excluded,Cyber Risk Exclusion
